AIRLINE NAME;CARRIER TYPE;PASSENGERS TO INDIA;PASSENGERS FROM INDIA;FREIGHT TO INDIA;FREIGHT FROM INDIA;DAY
THAI AIR ASIA;FOREIGN;9464;8321;504;344;29/11/2010
THAI AIRWAYS;FOREIGN;56599;55618;22701;14881;02/03/2018
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;11/06/2014
TIGER AIRWAYS;FOREIGN;21727;23420;758;2032;09/11/2010
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;13/02/2018
TURKISH AIRLINES;FOREIGN;21371;19649;9078;12317;12/12/2013
TURKMENISTAN AIRLINES;FOREIGN;1701;2148;0;132;30/09/2013
UNITED AIRLINES;FOREIGN;14090;14573;1390;2457;25/08/2011
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;22/06/2013
UNITED PARCEL SERVICES;FOREIGN;0;0;3598;4156;04/04/2010
UZBEKISTAN AIRWAYS;FOREIGN;3615;3354;4125;6351;07/05/2014
VIRGIN ATLANTIC AIRLINES;FOREIGN;6503;5932;2258;4532;30/04/2013
YEMENIA AIRWAYS;FOREIGN;108;374;0;17;22/10/2011
AIR INDIA;DOMESTIC;271657;212489;33722;48200;30/12/2017
AIR INDIA EXPRESS;DOMESTIC;157181;124041;968;6508;16/10/2011
INDIGO;DOMESTIC;83584;68303;1419;9522;18/01/2010
JET AIRWAYS;DOMESTIC;362470;303004;44158;60549;07/05/2010
SPICEJET;DOMESTIC;73407;65546;634;3655;27/04/2014
AEROFLOT;FOREIGN;8758;6342;133;1112;16/11/2015
AEROLOGIC;FOREIGN;0;0;33;4808;12/11/2014
AIR ARABIA;FOREIGN;79358;68404;1076;11011;24/04/2017
AIR ASIA X;FOREIGN;4730;4873;1880;2085;30/09/2010
AIR ASIA BERHAD;FOREIGN;28796;26802;708;3240;27/09/2016
AIR ASTANA;FOREIGN;3668;2531;26;153;31/12/2013
AIR AUSTRAL;FOREIGN;246;213;29;4;23/10/2011
AIR CANADA;FOREIGN;5121;5176;458;1029;14/11/2015
AIR CHINA;FOREIGN;2815;2183;807;883;16/11/2013
AIR FRANCE;FOREIGN;14449;12530;5733;7324;15/11/2010
AIR MANAS;FOREIGN;1103;656;0;263;26/01/2016
AIR MAURITIUS;FOREIGN;9404;9130;232;1707;14/02/2017
AIR SEYCHELLES;FOREIGN;2427;2452;2;75;29/12/2017
ALL NIPPON AIRWAYS;FOREIGN;7121;6572;3740;2779;06/08/2012
ARIANA AFGHAN;FOREIGN;1572;833;229;589;12/06/2011
ASIANA AIRLINES;FOREIGN;4680;3088;392;829;29/01/2014
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;08/01/2014
BANGKOK AIRWAYS;FOREIGN;3432;3637;4;564;13/05/2010
BHUTAN AIRLINES;FOREIGN;1262;1103;0;0;01/05/2010
BIMAN BANGLADESH;FOREIGN;6153;7391;0;32;14/06/2015
BRITISH AIRWAYS;FOREIGN;47737;43686;15856;28962;06/02/2015
BUDDHA AIR;FOREIGN;0;0;0;0;04/05/2014
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;5501;9404;14/01/2011
CATHAY PACIFIC;FOREIGN;33114;28021;64590;39273;29/09/2010
CHINA AIRLINES LTD;FOREIGN;1900;4676;970;865;14/03/2014
CHINA EASTERN AIRLINES;FOREIGN;8672;7968;1623;831;26/11/2012
CHINA SOUTHERN ;FOREIGN;6856;4630;552;430;19/05/2014
DRAGON AIR;FOREIGN;10077;8557;57;554;21/11/2011
DRUK AIR;FOREIGN;3402;2990;6;72;21/04/2011
EGYPT AIR;FOREIGN;1025;1072;6;80;11/11/2011
EL-AL-ISRAEL;FOREIGN;2434;2016;585;1639;21/11/2016
EMIRATES AIRLINE;FOREIGN;260673;206023;50044;123294;18/05/2011
ETHIOPIAN AIRLINES;FOREIGN;17305;15279;1433;7539;14/05/2015
ETIHAD AIRLINES;FOREIGN;130362;102993;12727;21670;06/08/2016
EVA AIRWAYS;FOREIGN;0;0;0;0;10/08/2012
FEDERAL EXPRESS;FOREIGN;0;0;11430;21313;14/11/2016
FINN AIR;FOREIGN;2796;2506;987;1559;23/04/2012
FLY DUBAI;FOREIGN;22640;19261;114;2009;15/03/2014
GULF AIR;FOREIGN;40378;29429;779;5789;16/08/2014
IRAN AIR;FOREIGN;688;844;6;358;10/09/2015
IRAQI AIRWAYS;FOREIGN;0;66;0;0;27/08/2012
ISLAND AVIATION SERVICES;FOREIGN;4095;3569;44;496;23/05/2012
JAPAN AIRLINES;FOREIGN;3855;3493;3661;1519;06/06/2016
KALITTA AIR;FOREIGN;0;0;14098;11552;18/10/2011
KAM AIR;FOREIGN;4194;3216;0;2018;22/06/2011
KENYA AIRWAYS;FOREIGN;6790;7138;47;41;25/04/2012
KLM AIRLINES;FOREIGN;8408;8370;3041;4585;03/11/2013
KOREAN AIR;FOREIGN;2052;1606;570;555;29/09/2016
KUWAIT AIRWAYS;FOREIGN;33122;24496;3985;13423;03/07/2013
LUFTHANSA;FOREIGN;59179;56479;33282;35838;25/04/2014
MAHAN AIR;FOREIGN;929;1017;134;477;07/01/2014
MALAYSIA AIRLINES;FOREIGN;34453;34889;9419;7712;07/06/2013
MALINDO AIRWAYS;FOREIGN;27032;28288;172;963;24/04/2014
MIHIN LANKA;FOREIGN;22354;21636;749;1162;15/01/2015
MYANMAR AIRLINES;FOREIGN;0;0;0;0;14/09/2010
NEPAL AIRLINES CORPORATION;FOREIGN;6992;5256;0;60;13/08/2013
OMAN AIR;FOREIGN;79523;62139;1100;9436;19/11/2014
PAK INTERNATIONAL;FOREIGN;1224;1068;8;24;12/11/2012
QATAR AIRWAYS;FOREIGN;97391;77173;50124;85644;20/06/2013
REGENT AIRWAYS;FOREIGN;7845;8956;0;11;24/12/2015
SAFI AIRWAYS;FOREIGN;1992;1500;567;720;29/07/2011
SAUDIA;FOREIGN;70536;48517;2033;23117;26/02/2014
SCAT AIRLINES;FOREIGN;0;0;0;0;05/04/2010
SCOOT PTE LTD.;FOREIGN;12999;12484;2866;3796;09/08/2015
SHANDONG AIRLINES;FOREIGN;1624;693;0;0;16/11/2014
SILK AIR;FOREIGN;19460;20946;997;2651;24/08/2011
SINGAPORE AIRLINES;FOREIGN;40878;43000;35916;32015;02/10/2014
SRILNKAN AIRWAYS;FOREIGN;59540;50134;9439;15801;08/03/2016
SWISS AIR;FOREIGN;12827;11853;7028;9398;23/08/2011
TAJIK AIR;FOREIGN;346;246;0;114;15/01/2016
THAI AIR ASIA;FOREIGN;10531;10371;418;535;03/12/2012
THAI AIRWAYS;FOREIGN;54317;55321;23941;13180;17/11/2012
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;09/07/2013
TIGER AIRWAYS;FOREIGN;21371;21846;687;2232;05/08/2011
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;13/07/2011
TURKISH AIRLINES;FOREIGN;20691;17882;5200;6447;11/04/2015
TURKMENISTAN AIRLINES;FOREIGN;3902;2149;0;104;09/07/2014
UNITED AIRLINES;FOREIGN;7339;7931;621;938;20/10/2012
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;16/07/2016
UNITED PARCEL SERVICES;FOREIGN;0;0;4331;3605;17/10/2011
UZBEKISTAN AIRWAYS;FOREIGN;5738;4172;4527;5489;28/05/2010
VIRGIN ATLANTIC AIRLINES;FOREIGN;7792;6407;2076;4464;09/04/2014
YEMENIA AIRWAYS;FOREIGN;363;150;0;2;15/11/2015
AIR INDIA;DOMESTIC;228037;257263;35915;49853;07/08/2017
AIR INDIA EXPRESS;DOMESTIC;120913;159524;1668;6718;05/08/2012
INDIGO;DOMESTIC;59674;77832;1551;9768;10/03/2018
JET AIRWAYS;DOMESTIC;324675;364661;43145;65534;19/10/2016
SPICEJET;DOMESTIC;59608;69842;636;4078;26/02/2015
AEROFLOT;FOREIGN;7098;8099;69;696;12/06/2015
AEROLOGIC;FOREIGN;0;0;33;38;24/01/2012
AIR ARABIA;FOREIGN;68236;77290;1111;10562;16/03/2010
AIR ASIA X;FOREIGN;4737;5081;1957;2233;28/12/2017
AIR ASIA BERHAD;FOREIGN;25398;24589;787;3269;04/11/2010
AIR ASTANA;FOREIGN;2667;3997;11;374;09/06/2017
AIR AUSTRAL;FOREIGN;218;271;6;13;11/06/2014
AIR CANADA;FOREIGN;5002;5310;459;2448;14/11/2011
AIR CHINA;FOREIGN;1929;2623;698;1987;19/10/2011
AIR FRANCE;FOREIGN;13646;14184;6554;7824;11/12/2013
AIR MANAS;FOREIGN;824;1031;0;109;02/07/2011
AIR MAURITIUS;FOREIGN;7456;7724;258;1743;07/08/2017
AIR SEYCHELLES;FOREIGN;2001;2128;0;96;06/08/2016
ALL NIPPON AIRWAYS;FOREIGN;6287;6986;3483;3514;25/10/2016
ARIANA AFGHAN;FOREIGN;1488;1168;523;1087;09/11/2017
ASIANA AIRLINES;FOREIGN;3457;3922;507;730;28/06/2012
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;30/11/2013
BANGKOK AIRWAYS;FOREIGN;3291;3353;0;462;14/02/2012
BHUTAN AIRLINES;FOREIGN;1531;1596;0;0;30/12/2015
BIMAN BANGLADESH;FOREIGN;3547;4131;76;161;24/04/2015
BRITISH AIRWAYS;FOREIGN;38068;47885;16139;29191;08/08/2013
BUDDHA AIR;FOREIGN;0;0;0;0;10/07/2015
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;4928;8737;09/07/2017
CATHAY PACIFIC;FOREIGN;26782;34036;64416;37495;14/03/2015
CHINA AIRLINES LTD;FOREIGN;1617;5133;698;879;10/02/2011
CHINA EASTERN AIRLINES;FOREIGN;7202;8442;1472;1048;09/10/2010
CHINA SOUTHERN ;FOREIGN;6192;6248;108;448;19/07/2010
DRAGON AIR;FOREIGN;7715;10033;66;245;04/05/2013
DRUK AIR;FOREIGN;2993;2957;3;53;24/12/2013
EGYPT AIR;FOREIGN;1008;1378;17;177;26/03/2016
EL-AL-ISRAEL;FOREIGN;2325;2328;585;1613;21/09/2015
EMIRATES AIRLINE;FOREIGN;201369;252492;43698;117580;11/06/2014
ETHIOPIAN AIRLINES;FOREIGN;17635;18003;1077;9156;16/04/2011
ETIHAD AIRLINES;FOREIGN;100175;133540;14233;23211;31/08/2010
EVA AIRWAYS;FOREIGN;0;0;0;0;23/06/2013
FEDERAL EXPRESS;FOREIGN;0;0;11855;21263;25/09/2016
FINN AIR;FOREIGN;2101;3406;1094;1994;12/02/2018
FLY DUBAI;FOREIGN;18202;21065;88;2563;14/03/2010
GULF AIR;FOREIGN;33528;38524;575;6324;24/12/2014
IRAN AIR;FOREIGN;993;964;141;93;01/05/2011
IRAQI AIRWAYS;FOREIGN;1732;1609;0;0;03/04/2014
ISLAND AVIATION SERVICES;FOREIGN;3818;4211;47;452;20/09/2015
JAPAN AIRLINES;FOREIGN;3179;3689;3284;1471;10/03/2018
KALITTA AIR;FOREIGN;0;0;14027;11747;06/01/2011
KAM AIR;FOREIGN;4708;3748;0;2270;07/03/2016
KENYA AIRWAYS;FOREIGN;7079;7133;118;8;06/10/2012
KLM AIRLINES;FOREIGN;7660;8196;2717;4792;17/11/2016
KOREAN AIR;FOREIGN;1725;1817;473;594;16/08/2016
KUWAIT AIRWAYS;FOREIGN;26195;31922;4221;14226;08/07/2017
LUFTHANSA;FOREIGN;48310;61029;35241;33419;03/06/2013
MAHAN AIR;FOREIGN;1208;1536;71;513;20/02/2018
MALAYSIA AIRLINES;FOREIGN;24241;24055;10135;8069;04/03/2014
MALINDO AIRWAYS;FOREIGN;27250;27858;144;932;13/05/2017
MIHIN LANKA;FOREIGN;9763;10795;245;551;02/10/2011
MYANMAR AIRLINES;FOREIGN;0;0;0;0;06/01/2016
NEPAL AIRLINES CORPORATION;FOREIGN;6274;6505;0;76;09/07/2017
OMAN AIR;FOREIGN;63180;82758;1045;9625;02/01/2017
PAK INTERNATIONAL;FOREIGN;777;2185;20;27;08/04/2016
QATAR AIRWAYS;FOREIGN;83513;96833;44888;82492;15/09/2010
REGENT AIRWAYS;FOREIGN;7590;8869;0;5;29/10/2011
SAFI AIRWAYS;FOREIGN;2947;2494;265;1380;05/12/2017
SAUDIA;FOREIGN;47115;62687;2428;25182;21/01/2017
SCAT AIRLINES;FOREIGN;0;0;0;0;15/02/2014
SCOOT PTE LTD.;FOREIGN;12031;11237;2142;4849;27/03/2012
SHANDONG AIRLINES;FOREIGN;1055;1340;0;0;02/03/2018
SILK AIR;FOREIGN;16891;19269;1020;2529;12/12/2013
SINGAPORE AIRLINES;FOREIGN;38064;40431;33391;31553;02/04/2012
SRILNKAN AIRWAYS;FOREIGN;60452;61591;8809;17524;14/06/2014
SWISS AIR;FOREIGN;9592;12714;7016;8990;26/10/2011
TAJIK AIR;FOREIGN;363;504;0;74;21/09/2013
THAI AIR ASIA;FOREIGN;10281;10424;446;553;11/07/2016
THAI AIRWAYS;FOREIGN;51660;54718;24537;13954;28/04/2011
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;11/11/2015
TIGER AIRWAYS;FOREIGN;21446;19734;694;2294;05/11/2015
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;26/03/2012
TURKISH AIRLINES;FOREIGN;19000;21870;4394;5646;30/04/2012
TURKMENISTAN AIRLINES;FOREIGN;4535;3063;49;16;08/03/2016
UNITED AIRLINES;FOREIGN;13459;15804;1872;4176;14/01/2018
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;15/08/2016
UNITED PARCEL SERVICES;FOREIGN;0;0;3994;3314;13/08/2013
UZBEKISTAN AIRWAYS;FOREIGN;4416;4513;3451;6026;17/04/2014
VIRGIN ATLANTIC AIRLINES;FOREIGN;6555;7666;2367;4357;20/11/2010
YEMENIA AIRWAYS;FOREIGN;0;217;0;21;29/12/2011
AIR INDIA;DOMESTIC;209435;242460;36626;49584;12/07/2011
AIR INDIA EXPRESS;DOMESTIC;118483;158673;816;7050;13/12/2011
INDIGO;DOMESTIC;65590;78045;1116;10568;15/12/2017
JET AIRWAYS;DOMESTIC;292959;326512;46100;64187;24/09/2015
SPICEJET;DOMESTIC;64386;72985;1139;4419;20/02/2014
AEROFLOT;FOREIGN;7878;8206;70;380;14/03/2012
AEROLOGIC;FOREIGN;0;0;34;43;16/04/2016
AIR ARABIA;FOREIGN;66011;76560;956;9530;21/09/2012
AIR ASIA X;FOREIGN;4738;4868;1505;2442;06/08/2012
AIR ASIA BERHAD;FOREIGN;29003;30199;664;3592;26/08/2015
AIR ASTANA;FOREIGN;2338;4318;11;399;18/07/2016
AIR AUSTRAL;FOREIGN;132;138;36;15;29/07/2014
AIR CANADA;FOREIGN;4494;4789;452;1023;29/03/2011
AIR CHINA;FOREIGN;3149;2583;1107;1078;14/10/2013
AIR FRANCE;FOREIGN;12854;12899;6603;7338;01/12/2016
AIR MANAS;FOREIGN;884;2340;28;40;15/12/2014
AIR MAURITIUS;FOREIGN;6929;7976;117;1955;28/06/2012
AIR SEYCHELLES;FOREIGN;2115;2326;2;114;03/02/2017
ALL NIPPON AIRWAYS;FOREIGN;6671;7214;3310;2666;27/01/2018
ARIANA AFGHAN;FOREIGN;1180;1226;808;829;03/09/2010
ASIANA AIRLINES;FOREIGN;3479;3322;446;804;02/07/2017
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;28/08/2014
BANGKOK AIRWAYS;FOREIGN;2659;3161;12;246;29/06/2016
BHUTAN AIRLINES;FOREIGN;1749;1841;0;0;06/12/2017
BIMAN BANGLADESH;FOREIGN;4168;4219;0;19;09/02/2014
BRITISH AIRWAYS;FOREIGN;35350;42732;15521;29284;31/10/2016
BUDDHA AIR;FOREIGN;89;86;0;0;08/01/2017
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;4765;6433;29/12/2010
CATHAY PACIFIC;FOREIGN;30996;30587;87860;40325;08/03/2018
CHINA AIRLINES LTD;FOREIGN;1802;5168;3475;789;07/03/2015
CHINA EASTERN AIRLINES;FOREIGN;9560;8568;2296;1681;25/06/2011
CHINA SOUTHERN ;FOREIGN;6655;5772;90;308;16/07/2016
DRAGON AIR;FOREIGN;8680;8148;41;0;11/01/2010
DRUK AIR;FOREIGN;4194;4668;4;63;15/03/2014
EGYPT AIR;FOREIGN;1136;1227;17;219;18/09/2017
EL-AL-ISRAEL;FOREIGN;2691;2327;681;1392;26/09/2017
EMIRATES AIRLINE;FOREIGN;188719;230999;44808;126957;09/06/2011
ETHIOPIAN AIRLINES;FOREIGN;4780;5206;52;116;09/09/2014
ETIHAD AIRLINES;FOREIGN;103476;126655;7250;18343;07/09/2016
EVA AIRWAYS;FOREIGN;0;0;0;0;18/11/2014
FEDERAL EXPRESS;FOREIGN;0;0;12608;17331;20/07/2012
FINN AIR;FOREIGN;2412;2261;983;1643;24/05/2014
FLY DUBAI;FOREIGN;17728;21307;67;2551;16/11/2015
GULF AIR;FOREIGN;31114;37354;521;6481;07/10/2010
IRAN AIR;FOREIGN;1328;1539;135;203;15/01/2013
IRAQI AIRWAYS;FOREIGN;0;67;0;0;17/11/2014
ISLAND AVIATION SERVICES;FOREIGN;3803;4256;54;578;12/06/2017
JAPAN AIRLINES;FOREIGN;3185;3694;3631;1400;08/01/2011
KALITTA AIR;FOREIGN;0;0;13794;12032;17/06/2013
KAM AIR;FOREIGN;2175;3434;0;2372;30/04/2014
KENYA AIRWAYS;FOREIGN;6338;6779;207;43;17/10/2017
KLM AIRLINES;FOREIGN;7406;7439;2775;4426;07/06/2014
KOREAN AIR;FOREIGN;1722;1677;555;773;01/04/2010
KUWAIT AIRWAYS;FOREIGN;26574;31243;3320;13850;14/09/2014
LUFTHANSA;FOREIGN;44654;52229;35936;36637;20/05/2011
MAHAN AIR;FOREIGN;1568;1795;231;579;04/12/2015
MALAYSIA AIRLINES;FOREIGN;22079;22233;11059;9431;21/08/2011
MALINDO AIRWAYS;FOREIGN;26098;26763;119;1101;16/07/2017
MIHIN LANKA;FOREIGN;8990;11766;191;403;01/03/2012
MYANMAR AIRLINES;FOREIGN;0;0;0;0;25/04/2016
NEPAL AIRLINES CORPORATION;FOREIGN;6274;6678;0;206;27/05/2013
OMAN AIR;FOREIGN;63679;77677;889;7357;21/09/2014
PAK INTERNATIONAL;FOREIGN;714;1596;22;82;26/12/2015
QATAR AIRWAYS;FOREIGN;80378;89404;45639;80059;06/12/2016
REGENT AIRWAYS;FOREIGN;8687;8818;0;20;13/07/2013
SAFI AIRWAYS;FOREIGN;2192;1689;407;766;12/02/2011
SAUDIA;FOREIGN;47458;76570;2200;21142;18/03/2011
SCAT AIRLINES;FOREIGN;0;0;0;0;07/03/2013
SCOOT PTE LTD.;FOREIGN;10653;10750;3408;4696;07/05/2017
SHANDONG AIRLINES;FOREIGN;1059;1184;0;0;02/05/2011
SILK AIR;FOREIGN;17149;19606;820;2483;04/06/2013
SINGAPORE AIRLINES;FOREIGN;34669;35485;30353;32168;09/03/2016
SRILNKAN AIRWAYS;FOREIGN;52413;62382;7993;15155;29/07/2011
SWISS AIR;FOREIGN;10130;12447;7323;9289;26/07/2011
TAJIK AIR;FOREIGN;341;696;0;170;29/04/2011
THAI AIR ASIA;FOREIGN;10372;9931;599;583;20/09/2010
THAI AIRWAYS;FOREIGN;48364;48555;23202;15613;29/05/2011
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;16/12/2013
TIGER AIRWAYS;FOREIGN;19775;19597;621;2177;24/03/2016
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;22/08/2016
TURKISH AIRLINES;FOREIGN;16811;19788;7717;9935;01/12/2017
TURKMENISTAN AIRLINES;FOREIGN;1705;2534;0;148;30/05/2017
UNITED AIRLINES;FOREIGN;13363;14573;1604;3369;06/10/2014
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;14/10/2017
UNITED PARCEL SERVICES;FOREIGN;0;0;4054;3642;10/01/2015
UZBEKISTAN AIRWAYS;FOREIGN;3653;4616;3202;5584;31/01/2018
VIRGIN ATLANTIC AIRLINES;FOREIGN;6389;7120;2367;4285;08/11/2017
YEMENIA AIRWAYS;FOREIGN;219;213;0;7;04/10/2012
AIR INDIA;DOMESTIC;245379;202528;41165;53604;04/08/2015
AIR INDIA EXPRESS;DOMESTIC;120906;138247;968;6508;02/12/2011
INDIGO;DOMESTIC;75195;85018;1230;11633;28/12/2013
JET AIRWAYS;DOMESTIC;312364;305432;49258;71218;04/11/2011
SPICEJET;DOMESTIC;66707;70135;614;5716;08/01/2010
AEROFLOT;FOREIGN;9447;8500;65;423;09/04/2017
AEROLOGIC;FOREIGN;0;0;39;37;12/12/2011
AIR ARABIA;FOREIGN;73159;74447;961;10423;14/02/2017
AIR ASIA X;FOREIGN;5374;5372;2174;2345;12/07/2011
AIR ASIA BERHAD;FOREIGN;31317;25955;989;3697;26/05/2010
AIR ASTANA;FOREIGN;3265;3247;39;393;06/11/2017
AIR AUSTRAL;FOREIGN;251;213;34;22;07/10/2010
AIR CANADA;FOREIGN;6342;5375;525;1940;04/12/2011
AIR CHINA;FOREIGN;3401;2672;1231;1924;26/06/2014
AIR FRANCE;FOREIGN;14951;13840;5990;9400;12/11/2010
AIR MANAS;FOREIGN;1098;1705;49;136;15/08/2017
AIR MAURITIUS;FOREIGN;6555;6857;189;2126;17/09/2015
AIR SEYCHELLES;FOREIGN;2233;2419;1;46;04/06/2010
ALL NIPPON AIRWAYS;FOREIGN;6969;7304;3175;2142;12/07/2013
ARIANA AFGHAN;FOREIGN;1574;1309;417;945;04/05/2016
ASIANA AIRLINES;FOREIGN;5198;3525;767;1198;29/06/2013
AUSTRIAN AIRLINES;FOREIGN;0;0;0;0;04/08/2013
BANGKOK AIRWAYS;FOREIGN;2409;2991;19;426;22/02/2015
BHUTAN AIRLINES;FOREIGN;2051;2063;0;0;18/04/2015
BIMAN BANGLADESH;FOREIGN;5012;5030;4;4;16/04/2014
BRITISH AIRWAYS;FOREIGN;42295;33976;16768;29121;02/03/2017
BUDDHA AIR;FOREIGN;80;85;0;0;05/09/2012
CARGOLUX AIRLINES INTERNATIONAL S.A.;FOREIGN;0;0;3350;5376;04/12/2011
CATHAY PACIFIC;FOREIGN;28899;28366;70734;41894;04/02/2012
CHINA AIRLINES LTD;FOREIGN;2562;4983;2541;2410;19/11/2016
CHINA EASTERN AIRLINES;FOREIGN;10020;9804;2943;1413;05/02/2016
CHINA SOUTHERN ;FOREIGN;9453;8294;582;3314;14/11/2015
DRAGON AIR;FOREIGN;9204;9885;19;123;23/02/2012
DRUK AIR;FOREIGN;4984;5040;3;68;03/07/2015
EGYPT AIR;FOREIGN;842;1101;27;435;27/04/2015
EL-AL-ISRAEL;FOREIGN;1798;2436;396;1212;24/04/2011
EMIRATES AIRLINE;FOREIGN;217471;190776;51854;139421;24/10/2012
ETHIOPIAN AIRLINES;FOREIGN;19032;15935;1518;11188;04/12/2017
ETIHAD AIRLINES;FOREIGN;101839;103196;11611;28662;29/12/2011
EVA AIRWAYS;FOREIGN;0;0;0;0;23/11/2014
FEDERAL EXPRESS;FOREIGN;0;0;13141;25777;05/04/2015
FINN AIR;FOREIGN;3065;2156;800;1919;01/03/2017
FLY DUBAI;FOREIGN;19946;19542;61;2604;11/11/2017
GULF AIR;FOREIGN;34009;33825;498;7279;26/05/2015
IRAN AIR;FOREIGN;965;852;98;180;06/01/2011
IRAQI AIRWAYS;FOREIGN;0;60;0;0;24/06/2013
ISLAND AVIATION SERVICES;FOREIGN;3425;3557;20;443;16/06/2011
JAPAN AIRLINES;FOREIGN;3546;3519;3735;1081;02/03/2012
KALITTA AIR;FOREIGN;0;0;13251;11632;11/09/2012
KAM AIR;FOREIGN;4479;3705;0;1946;26/03/2013
KENYA AIRWAYS;FOREIGN;6152;5030;89;76;31/03/2012
KLM AIRLINES;FOREIGN;8964;8050;3598;4813;04/02/2011
KOREAN AIR;FOREIGN;2034;1740;538;812;06/10/2017
KUWAIT AIRWAYS;FOREIGN;27692;26922;3977;14703;08/05/2015
LUFTHANSA;FOREIGN;53628;41698;37749;36331;03/09/2013
MAHAN AIR;FOREIGN;1853;1734;121;645;24/11/2016
MALAYSIA AIRLINES;FOREIGN;14675;15856;12795;11234;08/01/2015
MALINDO AIRWAYS;FOREIGN;24986;25837;121;1430;05/11/2014
MEGA MALDIVES AIRLINES;FOREIGN;0;0;0;0;11/03/2013
MIHIN LANKA;FOREIGN;9477;10865;91;308;11/11/2013
MYANMAR AIRLINES;FOREIGN;2691;1550;0;0;23/03/2015
NEPAL AIRLINES CORPORATION;FOREIGN;6338;7731;0;98;07/03/2014
NOVO AIR;FOREIGN;0;0;0;0;12/05/2012
OMAN AIR;FOREIGN;67705;67787;986;9528;29/06/2011
PAK INTERNATIONAL;FOREIGN;315;531;10;64;29/06/2010
QATAR AIRWAYS;FOREIGN;93796;81042;49878;84142;01/07/2012
REGENT AIRWAYS;FOREIGN;7838;8466;0;9;18/10/2010
ROSSIYA AIRLINES;FOREIGN;5169;2942;0;0;30/06/2013
SAFI AIRWAYS;FOREIGN;2649;2424;186;1167;14/04/2015
SAUDIA;FOREIGN;55287;58713;2206;23755;20/02/2012
SCAT AIRLINES;FOREIGN;0;0;0;0;12/03/2011
SCOOT PTE LTD.;FOREIGN;12479;9059;3408;4696;11/03/2012
SHANDONG AIRLINES;FOREIGN;1327;1366;0;0;03/09/2011
SILK AIR;FOREIGN;18506;18773;998;2825;18/05/2016
SINGAPORE AIRLINES;FOREIGN;47603;42772;32437;35867;11/01/2017
SRILNKAN AIRWAYS;FOREIGN;59118;59824;9534;15316;25/06/2015
SWISS AIR;FOREIGN;12888;11257;8313;10539;27/08/2012
TAJIK AIR;FOREIGN;278;291;0;71;13/02/2010
THAI AIR ASIA;FOREIGN;10438;10555;892;589;06/04/2011
THAI AIRWAYS;FOREIGN;50342;51102;26851;15616;26/08/2015
THAI SMILE AIRWAYS;FOREIGN;2166;1568;0;0;30/10/2017
THOMAS COOK AIRLINES U.K.;FOREIGN;0;0;0;0;30/03/2010
TIGER AIRWAYS;FOREIGN;22073;19001;767;2387;12/05/2013
TRANSAERO AIRLINES;FOREIGN;0;0;0;0;10/06/2016
TURKISH AIRLINES;FOREIGN;21897;17853;10255;11807;10/06/2011
TURKMENISTAN AIRLINES;FOREIGN;4009;2552;0;261;06/10/2013
UNITED AIRLINES;FOREIGN;13763;14434;2321;3580;17/11/2016
UNITED AIRLINES BANGLADESH LTD.;FOREIGN;0;0;0;0;01/08/2015
UNITED PARCEL SERVICES;FOREIGN;0;0;4591;3621;22/05/2015
UZBEKISTAN AIRWAYS;FOREIGN;4742;4087;5189;3905;24/07/2013
VIRGIN ATLANTIC AIRLINES;FOREIGN;7695;5503;2215;5441;10/03/2016
YEMENIA AIRWAYS;FOREIGN;445;515;0;21;13/11/2017
AIR INDIA;DOMESTIC;249641;213167;39764;46969;29/10/2010
AIR INDIA EXPRESS;DOMESTIC;126960;134462;1668;6718;03/09/2011
INDIGO;DOMESTIC;82165;82334;1310;11132;23/08/2013
JET AIRWAYS;DOMESTIC;328944;310865;51770;72141;02/04/2010
SPICEJET;DOMESTIC;68427;68340;1022;5413;26/01/2011
AEROFLOT;FOREIGN;11565;11675;155;1045;24/09/2016
AEROLOGIC;FOREIGN;0;0;35;32;16/10/2015
AIR ARABIA;FOREIGN;74618;72941;1211;9750;20/09/2016
AIR ASIA X;FOREIGN;5431;5335;1792;1969;17/06/2011
AIR ASIA BERHAD;FOREIGN;29162;24764;564;3181;09/08/2011
AIR ASTANA;FOREIGN;3089;3606;10;639;03/03/2013
AIR AUSTRAL;FOREIGN;614;396;0;0;22/08/2016
